yq,PAYEMS,CPIAUCSL,HSN1F,UNRATE,HOUST,INDPRO,DSPIC96,IR,CPILFESL,PCEPILFE,PCEPI,PERMIT,TCU,IQ,GACDFSA066MSFRBPHI,GDPC1,ULCNFB,A261RX1Q020SBEA,LPAYEMS,L2PAYEMS,L3PAYEMS,L4PAYEMS,LCPIAUCSL,L2CPIAUCSL,L3CPIAUCSL,L4CPIAUCSL,LHSN1F,L2HSN1F,L3HSN1F,L4HSN1F,LUNRATE,L2UNRATE,L3UNRATE,L4UNRATE,LHOUST,L2HOUST,L3HOUST,L4HOUST,LINDPRO,L2INDPRO,L3INDPRO,L4INDPRO,LDSPIC96,L2DSPIC96,L3DSPIC96,L4DSPIC96,LIR,L2IR,L3IR,L4IR,LCPILFESL,L2CPILFESL,L3CPILFESL,L4CPILFESL,LPCEPILFE,L2PCEPILFE,L3PCEPILFE,L4PCEPILFE,LPCEPI,L2PCEPI,L3PCEPI,L4PCEPI,LPERMIT,L2PERMIT,L3PERMIT,L4PERMIT,LTCU,L2TCU,L3TCU,L4TCU,LIQ,L2IQ,L3IQ,L4IQ,LGACDFSA066MSFRBPHI,L2GACDFSA066MSFRBPHI,L3GACDFSA066MSFRBPHI,L4GACDFSA066MSFRBPHI,LGDPC1,L2GDPC1,L3GDPC1,L4GDPC1,LULCNFB,L2ULCNFB,L3ULCNFB,L4ULCNFB,LA261RX1Q020SBEA,L2A261RX1Q020SBEA,L3A261RX1Q020SBEA,L4A261RX1Q020SBEA
1990.75,109656.3333333333,131.5333333333333,522,5.7,1132,65.31766666666667,6417.066666666667,93.43333333333334,136.5,68.87466666666666,67.78666666666666,1041,82.86666666666666,95.5,-26.56666666666666,8983.9,77.492,8837,109768.66,109843.34,109795.66,109724,130.66667,129.83333,129.3,128.86667,538.33331,540.33331,540.33331,550,5.4666667,5.3666668,5.3333335,5.3333335,1154.3334,1186.6666,1212.3334,1249.6666,65.245232,65.129898,65.044334,64.96003,6422.2002,6422.3667,6414.6001,6401.8003,91.533333,90.833336,91.199997,91.73333,135.83334,135.10001,134.5,133.96666,68.643333,68.40567,68.196999,67.973663,67.445335,67.145004,66.946335,66.751999,1085,1084.3334,1103.6666,1149.6666,82.900002,82.900002,82.966667,83.033333,95.26667,95.233337,95.166664,95.066666,-14.966667,-14.400001,-11.366667,-15.766666,8981.7002,8981.7002,8981.7002,8947.0996,76.732002,76.732002,76.732002,75.849998,8845.2998,8845.2998,8845.2998,8795.4004
1991,109247.3333333333,133.7666666666667,474,6.133333333333334,1042.6666,64.29796666666667,6366.133333333332,98.8,138.0666666666667,69.44566666666667,68.676,909,81.2,96.53333333333335,-37.46666666666667,8907.4,78.771,8794.799999999999,109369,109501.66,109656.34,109768.66,133.2,132.5,131.53334,130.66667,484.66666,496.33334,522,538.33331,6,5.8333335,5.6999998,5.4666667,1089.6666,1079.6666,1132,1154.3334,64.859535,65.247902,65.317665,65.245232,6370.7002,6387.3003,6417.0669,6422.2002,98.166664,96.366669,93.433334,91.533333,137.56667,137.10001,136.5,135.83334,69.313332,69.12867,68.874664,68.643333,68.500664,68.204666,67.786667,67.445335,947.33331,990,1041,1085,82.033333,82.633331,82.866669,82.900002,96.366669,95.933334,95.5,95.26667,-39.566666,-36.600002,-26.566668,-14.966667,8983.9004,8983.9004,8983.9004,8981.7002,77.491997,77.491997,77.491997,76.732002,8837,8837,8837,8845.2998
1991.25,108784,134.7666666666667,463.33334,6.600000000000001,894.66669,63.0789,6379.766666666667,95.66666666666667,140.0666666666667,70.036,69.01633333333332,850,79.36666666666667,96.63333333333333,-21.93333333333333,8865.6,79.133,8783.299999999999,108978.34,109138.66,109247.34,109369,134.56667,134.2,133.76666,133.2,449,452.66666,474,484.66666,6.4333334,6.3000002,6.1333332,6,910.66669,970.66669,1042.6666,1089.6666,63.429901,63.809467,64.297966,64.859535,6379.6665,6371.5,6366.1333,6370.7002,96.800003,98.033333,98.800003,98.166664,139.43333,138.7,138.06667,137.56667,69.816002,69.613998,69.445663,69.313332,68.919334,68.807335,68.675995,68.500664,833.33331,862.66669,909,947.33331,79.900002,80.5,81.199997,82.033333,96.599998,96.599998,96.533333,96.366669,-30.433332,-32.066666,-37.466667,-39.566666,8907.4004,8907.4004,8907.4004,8983.9004,78.771004,78.771004,78.771004,77.491997,8794.7998,8794.7998,8794.7998,8837
1991.5,108315,135.5666666666667,513.66669,6.833333333333333,1011,63.45296666666667,6423.833333333333,93.86666666666667,141.3333333333333,70.56366666666666,69.38366666666667,957,79.56666666666666,96.36666666666667,3.466666666666667,8934.4,79.312,8806.299999999999,108394.66,108559.34,108784,108978.34,135.16667,134.90001,134.76666,134.56667,510.66666,499,463.33334,449,6.8000002,6.6999998,6.5999999,6.4333334,972.66669,962.33331,894.66669,910.66669,63.0061,62.867832,63.078899,63.429901,6405.3999,6394.2334,6379.7666,6379.6665,94.400002,94.73333,95.666664,96.800003,140.89999,140.53333,140.06667,139.43333,70.374336,70.188332,70.036003,69.816002,69.208664,69.069,69.016335,68.919334,939.33331,893.33331,850,833.33331,79.099998,79,79.366669,79.900002,96.466667,96.566666,96.633331,96.599998,-4.7333336,-13.433333,-21.933334,-30.433332,8865.5996,8865.5996,8865.5996,8907.4004,79.133003,79.133003,79.133003,78.771004,8783.2998,8783.2998,8783.2998,8794.7998
1991.75,108315.3333333333,136.6,508,6.866666666666667,1042.3334,64.32349999999998,6447.166666666667,93.06666666666666,142.8666666666667,71.19600000000001,69.85366666666665,963.66669,80.39999999999999,95.76666666666665,22.3,8977.299999999999,79.67,8829.6,108314.66,108292.34,108315,108394.66,136.26666,135.93333,135.56667,135.16667,517.66669,514.66669,513.66669,510.66666,6.8666668,6.8666668,6.8333335,6.8000002,1049.3334,1031.6666,1011,972.66669,64.100533,63.8713,63.452965,63.0061,6441.2334,6430.5332,6423.8335,6405.3999,93.099998,93.400002,93.866669,94.400002,142.33333,141.8,141.33333,140.89999,70.965668,70.779335,70.563667,70.374336,69.68367,69.554665,69.383667,69.208664,960.33331,976,957,939.33331,80.199997,80,79.566666,79.099998,95.933334,96.066666,96.366669,96.466667,19.966667,12.266666,3.4666667,-4.7333336,8934.4004,8934.4004,8934.4004,8865.5996,79.311996,79.311996,79.311996,79.133003,8806.2998,8806.2998,8806.2998,8783.2998
1992,108327,137.7333333333333,552.33331,7.100000000000001,1087,64.4633,6502.3,94.3,144.2,71.74933333333333,70.355,1012,80.23333333333333,96.33333333333333,-2.666666666666667,9016.4,80.22,8862.700000000001,108332,108335,108315.34,108314.66,137.33333,136.93333,136.60001,136.26666,528.66669,512.33331,508,517.66669,6.9666667,6.9333334,6.8666668,6.8666668,1065.6666,1047.6666,1042.3334,1049.3334,64.615433,64.490128,64.323502,64.100533,6474.8003,6460.8999,6447.1665,6441.2334,93.966667,93.5,93.066666,93.099998,143.76666,143.33333,142.86667,142.33333,71.596664,71.40667,71.195999,70.965668,70.204002,70.030334,69.853668,69.68367,983,969.66669,963.66669,960.33331,80.533333,80.5,80.400002,80.199997,96.299995,96.066666,95.766663,95.933334,10.266666,18.833334,22.299999,19.966667,8977.2998,8977.2998,8977.2998,8934.4004,79.669998,79.669998,79.669998,79.311996,8829.5996,8829.5996,8829.5996,8806.2998
1992.25,108353,138.6666666666667,622.66669,7.366666666666667,1241,64.37723333333332,6641.933333333334,93.96666666666665,145.4666666666667,72.28800000000001,70.788,1101.6666,79.66666666666667,96.06666666666666,4.466666666666667,9123,80.70999999999999,9017.6,108338.66,108333.66,108327,108332,138.36667,138.10001,137.73334,137.33333,624.33331,603,552.33331,528.66669,7.3333335,7.2000003,7.0999999,6.9666667,1168.3334,1119.3334,1087,1065.6666,64.163666,64.226768,64.463295,64.615433,6604.1333,6549.7334,6502.3003,6474.8003,94.099998,94.26667,94.300003,93.966667,145.06667,144.66667,144.2,143.76666,72.099335,71.914001,71.749336,71.596664,70.640663,70.493668,70.354996,70.204002,1094.6666,1040.6666,1012,983,79.566666,79.800003,80.233337,80.533333,95.900002,96.033333,96.333328,96.299995,-6.7999997,-6.5666666,-2.6666665,10.266666,9016.4004,9016.4004,9016.4004,8977.2998,80.220001,80.220001,80.220001,79.669998,8862.7002,8862.7002,8862.7002,8829.5996
1992.5,108633.6666666667,139.7333333333333,565.33331,7.600000000000001,1152.6666,65.526,6711.333333333333,94.13333333333333,146.7333333333333,72.79733333333333,71.25833333333334,1055.6666,80.60000000000001,96.53333333333335,17.33333333333333,9223.5,80.774,9091.200000000001,108516,108403,108353,108338.66,139.39999,139.03334,138.66667,138.36667,551,579.33331,622.66669,624.33331,7.4666667,7.4000001,7.3666668,7.3333335,1203.3334,1215.3334,1241,1168.3334,65.288933,64.871567,64.377235,64.163666,6683.9668,6662.9668,6641.9331,6604.1333,93.833336,93.833336,93.966667,94.099998,146.33333,145.86667,145.46666,145.06667,72.665337,72.491669,72.288002,72.099335,71.121002,70.968002,70.788002,70.640663,1064,1094,1101.6666,1094.6666,80.5,80.133331,79.666664,79.566666,96.433334,96.300003,96.066666,95.900002,17.333334,11.866667,4.4666667,-6.7999997,9123,9123,9123,9016.4004,80.709999,80.709999,80.709999,80.220001,9017.5996,9017.5996,9017.5996,8862.7002
1992.75,108896,140.8,637.66669,7.633333333333333,1183.6666,66.02699999999999,6740.733333333334,95.63333333333333,147.8666666666667,73.22833333333334,71.71199999999999,1092.6666,80.7,96.5,21.73333333333333,9313.200000000001,80.985,9120.1,108814.34,108722,108633.66,108516,140.46667,140.10001,139.73334,139.39999,619.66669,592.33331,565.33331,551,7.6999998,7.6999998,7.5999999,7.4666667,1170,1166,1152.6666,1203.3334,65.88913,65.797501,65.526001,65.288933,6746.0332,6730.4668,6711.3335,6683.9668,95.26667,94.700005,94.133331,93.833336,147.53334,147.16667,146.73334,146.33333,73.074333,72.942001,72.797333,72.665337,71.562332,71.410332,71.258331,71.121002,1073.6666,1067.3334,1055.6666,1064,80.699997,80.766663,80.599998,80.5,96.466667,96.599998,96.533333,96.433334,19.733334,19.833334,17.333334,17.333334,9223.5,9223.5,9223.5,9123,80.774002,80.774002,80.774002,80.709999,9091.2002,9091.2002,9091.2002,9017.5996
1993,109309.3333333333,142.0333333333333,628.33331,7.366666666666667,1228.3334,66.72413333333333,6763.733333333334,95.66666666666667,149.2,73.77033333333334,72.217,1142,81.09999999999999,96.26666666666667,12.93333333333333,9406.5,81.068,9209.700000000001,109132.66,109014.66,108896,108814.34,141.63333,141.2,140.8,140.46667,628.33331,635.66669,637.66669,619.66669,7.4333334,7.5,7.6333332,7.6999998,1214.6666,1218.6666,1183.6666,1170,66.446831,66.1343,66.027,65.88913,6698.0664,6722.6333,6740.7334,6746.0332,96.166664,96.066666,95.633331,95.26667,148.7,148.26666,147.86667,147.53334,73.574997,73.38533,73.228333,73.074333,72.041336,71.868332,71.711998,71.562332,1121.3334,1107,1092.6666,1073.6666,80.900002,80.666664,80.699997,80.699997,96.366669,96.400002,96.5,96.466667,11.466667,10.966667,21.733334,19.733334,9313.2002,9313.2002,9313.2002,9223.5,80.985001,80.985001,80.985001,80.774002,9120.0996,9120.0996,9120.0996,9091.2002
1993.25,109950,143.0666666666667,600.66669,7.133333333333333,1167.6666,67.31323333333332,6801.766666666667,94.39999999999999,150.5,74.277,72.646,1127,81.36666666666667,96.56666666666668,27.2,9424.1,80.946,9171.9,109782.66,109528.34,109309.34,109132.66,142.73334,142.40001,142.03334,141.63333,616.66669,620,628.33331,628.33331,7.2666669,7.3666668,7.3666668,7.4333334,1215.6666,1217,1228.3334,1214.6666,67.144432,66.934868,66.724136,66.446831,6844.5,6800.7666,6763.7334,6698.0664,94.300003,94.900002,95.666664,96.166664,150.10001,149.63333,149.2,148.7,74.105667,73.941666,73.770332,73.574997,72.502335,72.365669,72.217003,72.041336,1167,1157,1142,1121.3334,81.300003,81.199997,81.099998,80.900002,96.466667,96.300003,96.26667,96.366669,30.266666,24.9,12.933333,11.466667,9406.5,9406.5,9406.5,9313.2002,81.068001,81.068001,81.068001,80.985001,9209.7002,9209.7002,9209.7002,9120.0996
1993.5,110544,144.1,660,7.066666666666666,1266,67.45983333333334,6813.733333333334,95.23333333333333,151.7666666666667,74.84366666666666,73.13633333333333,1115.3334,81.23333333333333,96.93333333333332,13.86666666666667,9480.1,82.03700000000001,9284.9,110292,110117,109950,109782.66,143.76666,143.40001,143.06667,142.73334,643,635.66669,600.66669,616.66669,7.0666666,7.0666666,7.1333332,7.2666669,1200.3334,1183.6666,1167.6666,1215.6666,67.423096,67.451599,67.313232,67.144432,6811.6665,6812.5332,6801.7666,6844.5,95.133331,94.699997,94.400002,94.300003,151.33333,150.93333,150.5,150.10001,74.662003,74.451004,74.277,74.105667,72.987,72.796997,72.646004,72.502335,1090.6666,1102.6666,1127,1167,81.300003,81.433334,81.366669,81.300003,96.833336,96.699997,96.566666,96.466667,18.1,24.6,27.200001,30.266666,9424.0996,9424.0996,9424.0996,9406.5,80.945999,80.945999,80.945999,81.068001,9171.9004,9171.9004,9171.9004,9209.7002
1993.75,111239,144.7666666666667,675.33331,6.8,1299,67.73110000000001,6817.766666666666,94.46666666666665,152.6666666666667,75.26299999999999,73.45533333333333,1218.3334,81.23333333333333,96.96666666666665,1.266666666666667,9526.299999999999,81.932,9300.799999999999,111006.66,110793.66,110544,110292,144.53334,144.33333,144.10001,143.76666,651,644.66669,660,643,6.9000001,7,7.0666666,7.0666666,1278,1264.6666,1266,1200.3334,67.581505,67.497299,67.459831,67.423096,6814.9331,6810.7998,6813.7334,6811.6665,94.633331,95,95.23333,95.133331,152.40001,152.06667,151.76666,151.33333,75.125999,75.003334,74.843666,74.662003,73.348335,73.259003,73.13633,72.987,1178,1138.6666,1115.3334,1090.6666,81.166664,81.166664,81.23333,81.300003,96.966667,97,96.933334,96.833336,-1.9868216e-08,5.0333333,13.866667,18.1,9480.0996,9480.0996,9480.0996,9424.0996,82.037003,82.037003,82.037003,80.945999,9284.9004,9284.9004,9284.9004,9171.9004
1994,112016.3333333333,145.9666666666667,761.66669,6.633333333333333,1433.6666,68.75209999999998,6862.466666666667,94.26666666666667,153.8666666666667,75.64866666666666,73.877,1368.3334,82.03333333333335,97.06666666666666,23.06666666666666,9653.5,82.176,9482.299999999999,111729.34,111466.34,111239,111006.66,145.53334,145.13333,144.76666,144.53334,733,691.66669,675.33331,651,6.6999998,6.7666669,6.8000002,6.9000001,1370.3334,1345,1299,1278,68.363998,67.987206,67.731102,67.581505,6791.1665,6802.9331,6817.7666,6814.9331,94.599998,94.599998,94.466667,94.633331,153.39999,153.03333,152.66667,152.40001,75.533005,75.389671,75.263,75.125999,73.749001,73.600334,73.455338,73.348335,1298.3334,1256,1218.3334,1178,81.700005,81.400002,81.233337,81.166664,96.933334,96.933334,96.966667,96.966667,11.7,5.2999997,1.2666667,-1.9868216e-08,9526.2998,9526.2998,9526.2998,9480.0996,81.931999,81.931999,81.931999,82.037003,9300.7998,9300.7998,9300.7998,9284.9004
1994.25,112871.3333333333,146.7,684,6.566666666666666,1391,69.59746666666666,6910.566666666666,93.8,154.8666666666667,75.98833333333334,74.13933333333333,1333.6666,82.50000000000001,98.06666666666666,22.76666666666667,9748.200000000001,81.373,9533.5,112559.34,112298.34,112016.34,111729.34,146.43333,146.2,145.96667,145.53334,705.66669,733.33331,761.66669,733,6.5666666,6.5666666,6.6333332,6.6999998,1380.6666,1393.6666,1433.6666,1370.3334,69.2659,69.05497,68.752098,68.363998,6941.5,6902.5669,6862.4668,6791.1665,93.633331,93.800003,94.26667,94.599998,154.53334,154.23334,153.86667,153.39999,75.827667,75.743004,75.648666,75.533005,74.006332,73.936333,73.876999,73.749001,1373.3334,1402.6666,1368.3334,1298.3334,82.300003,82.233337,82.033333,81.700005,97.76667,97.433334,97.066666,96.933334,29.966667,29.166668,23.066668,11.7,9653.5,9653.5,9653.5,9526.2998,82.176003,82.176003,82.176003,81.931999,9482.2998,9482.2998,9482.2998,9300.7998
1994.5,113925,147.5333333333333,668,6.2,1466.6666,70.8492,6983.833333333333,95.5,155.9333333333333,76.49833333333333,74.55200000000001,1381.6666,83.33333333333333,98.39999999999999,21.3,9881.4,82.029,9683.700000000001,113592.34,113209.66,112871.34,112559.34,147.26666,147,146.7,146.43333,710,708.33331,684,705.66669,6.3333335,6.5,6.5666666,6.5666666,1518.3334,1455.3334,1391,1380.6666,70.449867,69.962433,69.597466,69.2659,6959.7002,6923.7998,6910.5664,6941.5,94.73333,94.199997,93.800003,93.633331,155.56667,155.2,154.86667,154.53334,76.348335,76.167,75.988335,75.827667,74.427002,74.293335,74.139336,74.006332,1376.6666,1334.3334,1333.6666,1373.3334,83.099998,82.73333,82.5,82.300003,98.299995,98.133331,98.066666,97.76667,19.566666,19.299999,22.766666,29.966667,9748.2002,9748.2002,9748.2002,9653.5,81.373001,81.373001,81.373001,82.176003,9533.5,9533.5,9533.5,9482.2998
1994.75,114924.6666666667,148.9,653.66669,6,1454.3334,71.7527,7025.366666666668,97.33333333333333,157.1,76.92199999999998,75.08333333333333,1374.6666,83.63333333333333,98.90000000000002,18.2,9939.700000000001,82.456,9774.9,114588.66,114265.34,113925,113592.34,148.43333,147.93333,147.53333,147.26666,635,646.66669,668,710,6.0666666,6.0999999,6.1999998,6.3333335,1432.6666,1458,1466.6666,1518.3334,71.4925,71.166801,70.849197,70.449867,7010.2334,7009.2334,6983.8335,6959.7002,97.033333,96.333336,95.5,94.73333,156.73334,156.33333,155.93333,155.56667,76.801666,76.665001,76.498337,76.348335,74.920998,74.726669,74.552002,74.427002,1356.3334,1362.6666,1381.6666,1376.6666,83.599998,83.466667,83.333336,83.099998,98.699997,98.566666,98.400002,98.299995,20.4,21.6,21.299999,19.566666,9881.4004,9881.4004,9881.4004,9748.2002,82.028999,82.028999,82.028999,81.373001,9683.7002,9683.7002,9683.7002,9533.5
1995,115839.3333333333,149.7666666666667,663.33331,5.633333333333333,1472,73.2342,7122.900000000001,98.26666666666667,158.1,77.31333333333333,75.43666666666667,1377.6666,84.53333333333335,100.4,24.7,10052.5,82.113,9887.4,115536,115207.34,114924.66,114588.66,149.5,149.23334,148.89999,148.43333,679.33331,682.66669,653.66669,635,5.7666669,5.9000001,6,6.0666666,1478.3334,1458,1454.3334,1432.6666,72.627502,72.1819,71.752701,71.4925,7090.8999,7060.2334,7025.3667,7010.2334,97.866669,97.566666,97.333328,97.033333,157.83333,157.46667,157.10001,156.73334,77.195663,77.048004,76.922005,76.801666,75.328667,75.209335,75.083336,74.920998,1383,1395.3334,1374.6666,1356.3334,84.099998,83.866661,83.633331,83.599998,99.73333,99.23333,98.900002,98.699997,23.066668,21,18.200001,20.4,9939.7002,9939.7002,9939.7002,9881.4004,82.456001,82.456001,82.456001,82.028999,9774.9004,9774.9004,9774.9004,9683.7002
1995.25,116697.6666666667,150.8666666666666,600.33331,5.466666666666666,1324,73.98909999999999,7190.933333333333,99.33333333333333,159.4333333333333,77.70866666666666,75.79766666666666,1254,84.56666666666666,102.4666666666667,6.666666666666667,10086.9,82.59,9934,116448,116179.66,115839.34,115536,150.5,150.13333,149.76666,149.5,604.66669,633.66669,663.33331,679.33331,5.5,5.5666666,5.6333332,5.7666669,1392.6666,1457.6666,1472,1478.3334,73.940231,73.677963,73.2342,72.627502,7169.5669,7143.167,7122.8999,7090.8999,98.833336,98.533333,98.26667,97.866669,158.89999,158.5,158.10001,157.83333,77.544662,77.433334,77.313332,77.195663,75.660332,75.551666,75.436668,75.328667,1310.6666,1339.3334,1377.6666,1383,84.800003,84.76667,84.533333,84.099998,101.83334,101.13333,100.4,99.73333,13.766666,18.933334,24.700001,23.066668,10052.5,10052.5,10052.5,9939.7002,82.112999,82.112999,82.112999,82.456001,9887.4004,9887.4004,9887.4004,9774.9004
1995.5,117143,152.1,673.33331,5.666666666666667,1287.3334,74.23953333333333,7207.266666666667,101.3666666666667,160.7333333333333,78.15466666666667,76.22566666666667,1278.3334,83.93333333333334,104.2666666666667,-13.46666666666667,10122.1,82.83199999999999,9991.4,117016,116893.34,116697.66,116448,151.7,151.3,150.86667,150.5,637,598.66669,600.33331,604.66669,5.5999999,5.5333333,5.4666667,5.5,1276.6666,1277.3334,1324,1392.6666,74.088768,73.989029,73.989098,73.940231,7194.8999,7183.8999,7190.9331,7169.5669,100.86667,100.06667,99.333336,98.833336,160.33333,159.89999,159.43333,158.89999,78.032669,77.869331,77.708664,77.544662,76.099663,75.951332,75.797668,75.660332,1252,1246.3334,1254,1310.6666,84.066666,84.26667,84.566666,84.800003,103.76667,103.16666,102.46667,101.83334,-5.9000001,0,6.6666665,13.766666,10086.9,10086.9,10086.9,10052.5,82.589996,82.589996,82.589996,82.112999,9934,9934,9934,9887.4004
1995.75,117640,152.8666666666667,714.66669,5.666666666666667,1415.3334,74.91096666666668,7271.7,100.9,161.8,78.52,76.53099999999999,1387,83.76666666666667,104.5,2.366666666666666,10208.8,83.297,10114,117442.34,117248,117143,117016,152.63333,152.36667,152.10001,151.7,730.33331,721.33331,673.33331,637,5.6666665,5.6333332,5.6666665,5.5999999,1386,1352,1287.3334,1276.6666,74.597336,74.298264,74.239532,74.088768,7257.0332,7242.8667,7207.2666,7194.8999,101.1,101.43333,101.36667,100.86667,161.43333,161.06667,160.73334,160.33333,78.382332,78.259003,78.154671,78.032669,76.427002,76.317665,76.225662,76.099663,1348.3334,1310,1278.3334,1252,83.733337,83.700005,83.933334,84.066666,104.53333,104.53333,104.26667,103.76667,-13.266666,-16.5,-13.466667,-5.9000001,10122.1,10122.1,10122.1,10086.9,82.832001,82.832001,82.832001,82.589996,9991.4004,9991.4004,9991.4004,9934
1996,118183.6666666667,153.7,689.66669,5.566666666666666,1417.3334,75.56916666666667,7313.766666666667,100.6666666666667,162.9333333333333,78.914,76.86833333333334,1424,83.46666666666667,104.4666666666667,15.6,10281.2,83.465,10178.4,118038.66,117856.66,117640,117442.34,153.43333,153.16667,152.86667,152.63333,679.33331,691.66669,714.66669,730.33331,5.5666666,5.5999999,5.6666665,5.6666665,1396.6666,1384.6666,1415.3334,1386,75.432465,75.295837,74.910965,74.597336,7301.5332,7284.2998,7271.6997,7257.0332,100.6,100.66667,100.9,101.1,162.63333,162.23334,161.8,161.43333,78.795334,78.679329,78.519997,78.382332,76.75267,76.668999,76.530998,76.427002,1417,1402.3334,1387,1348.3334,83.666664,83.866669,83.76667,83.733337,104.46667,104.4,104.5,104.53333,17.800001,16.366667,2.3666673,-13.266666,10208.8,10208.8,10208.8,10122.1,83.296997,83.296997,83.296997,82.832001,10114,10114,10114,9991.4004
1996.25,118680,155.0666666666667,734.66669,5.533333333333334,1460.6666,76.09446666666666,7383.733333333334,101.2666666666667,164.0333333333333,79.229,77.29933333333334,1414.6666,82.93333333333334,104.7333333333333,-4.466666666666666,10348.7,83.999,10289.1,118453.34,118271.34,118183.66,118038.66,154.53333,154.09999,153.7,153.43333,730.66669,695.66669,689.66669,679.33331,5.5666666,5.5999999,5.5666666,5.5666666,1463,1450,1417.3334,1396.6666,75.893738,75.565804,75.569168,75.432465,7352.7334,7327.0332,7313.7666,7301.5332,101.06667,100.93333,100.66666,100.6,163.60001,163.26666,162.93333,162.63333,79.104004,79.001335,78.914001,78.795334,77.124664,76.976669,76.868332,76.75267,1416.3334,1419.6666,1424,1417,83.099998,83.099998,83.466667,83.666664,104.66666,104.6,104.46667,104.46667,3.2333336,3.4666669,15.6,17.800001,10281.2,10281.2,10281.2,10208.8,83.464996,83.464996,83.464996,83.296997,10178.4,10178.4,10178.4,10114
1996.5,119475.3333333333,156.4,734.33331,5.5,1495.6666,77.71826666666666,7454.233333333334,101.6666666666667,165,79.599,77.80966666666666,1449.6666,83.53333333333335,105.4,20.63333333333334,10529.4,83.902,10443.8,119218,118967.34,118680,118453.34,156,155.53334,155.06667,154.53333,734.33331,742,734.66669,730.66669,5.5666666,5.5333333,5.5333333,5.5666666,1481.3334,1477,1460.6666,1463,77.081734,76.688332,76.094467,75.893738,7422.1001,7396.7002,7383.7334,7352.7334,101.96667,101.7,101.26666,101.06667,164.66667,164.33333,164.03333,163.60001,79.497665,79.357338,79.229004,79.104004,77.688995,77.491997,77.299332,77.124664,1452.3334,1440,1414.6666,1416.3334,83.233337,83.200005,82.933334,83.099998,105.13333,104.83333,104.73333,104.66666,12.466666,7.5333333,-4.4666667,3.2333336,10348.7,10348.7,10348.7,10281.2,83.999001,83.999001,83.999001,83.464996,10289.1,10289.1,10289.1,10178.4
1996.75,120217.3333333333,157.3,788.66669,5.266666666666667,1501.3334,78.69116666666667,7513.733333333334,101.0333333333333,166.0666666666667,79.96233333333333,78.14233333333333,1418.3334,83.43333333333332,104.5,18.7,10626.8,84.218,10542.3,119999.66,119761.34,119475.34,119218,156.96666,156.7,156.39999,156,772.33331,745.66669,734.33331,734.33331,5.3000002,5.4666667,5.5,5.5666666,1498.6666,1481,1495.6666,1481.3334,78.405769,78.082169,77.718269,77.081734,7508.2998,7493.9668,7454.2334,7422.1001,100.66666,101.03333,101.66666,101.96667,165.7,165.36667,165,164.66667,79.810333,79.715668,79.598999,79.497665,77.990334,77.909332,77.809662,77.688995,1430.6666,1445.3334,1449.6666,1452.3334,83.5,83.533333,83.533333,83.233337,105,105.3,105.4,105.13333,21.4,23.333334,20.633333,12.466666,10529.4,10529.4,10529.4,10348.7,83.902,83.902,83.902,83.999001,10443.8,10443.8,10443.8,10289.1
1997,120933.3333333333,158.6666666666667,765.33331,5.333333333333333,1417,79.76389999999999,7552.866666666668,102.3666666666667,167.1333333333333,80.41399999999999,78.67100000000001,1393.6666,83.33333333333333,103.3333333333333,9.133333333333333,10739.1,84.584,10673.8,120693.34,120435.34,120217.34,119999.66,158.2,157.7,157.3,156.96666,753.66669,772,788.66669,772.33331,5.2666664,5.1666665,5.2666664,5.3000002,1452,1474.6666,1501.3334,1498.6666,79.386902,79.001465,78.69117,78.405769,7537.7334,7525.4663,7513.7334,7508.2998,102.13333,101.63333,101.03333,100.66666,166.83333,166.43333,166.06667,165.7,80.304001,80.126335,79.962334,79.810333,78.514336,78.317001,78.142334,77.990334,1387.3334,1387.6666,1418.3334,1430.6666,83.366669,83.366669,83.433334,83.5,103.56667,104.06667,104.5,105,10.733334,11.633333,18.700001,21.4,10626.8,10626.8,10626.8,10529.4,84.218002,84.218002,84.218002,83.902,10542.3,10542.3,10542.3,10443.8
1997.25,121688.3333333333,159.6333333333334,820.66669,5.233333333333333,1432.6666,81.26723333333332,7628.733333333334,101.1333333333333,168.1,80.72866666666667,79.01733333333333,1421,83.66666666666667,103.4666666666667,14.36666666666667,10820.9,85.599,10796,121404,121168,120933.34,120693.34,159.39999,159.06667,158.66667,158.2,812,802,765.33331,753.66669,5.3000002,5.3666668,5.3333335,5.2666664,1403.6666,1404.6666,1417,1452,80.720238,80.192764,79.763901,79.386902,7601.3003,7576.6333,7552.8667,7537.7334,101.96667,102.3,102.36667,102.13333,167.76666,167.46666,167.13333,166.83333,80.582664,80.48967,80.414001,80.304001,78.902,78.783333,78.670998,78.514336,1412.6666,1401.6666,1393.6666,1387.3334,83.5,83.366669,83.333336,83.366669,103.33334,103.23333,103.33333,103.56667,12.6,10.666667,9.1333332,10.733334,10739.1,10739.1,10739.1,10626.8,84.584,84.584,84.584,84.218002,10673.8,10673.8,10673.8,10542.3
