yq,PAYEMS,CPIAUCSL,HSN1F,UNRATE,HOUST,INDPRO,DSPIC96,IR,CPILFESL,PCEPILFE,PCEPI,PERMIT,TCU,IQ,GACDFSA066MSFRBPHI,GDPC1,ULCNFB,A261RX1Q020SBEA,LPAYEMS,L2PAYEMS,L3PAYEMS,L4PAYEMS,LCPIAUCSL,L2CPIAUCSL,L3CPIAUCSL,L4CPIAUCSL,LHSN1F,L2HSN1F,L3HSN1F,L4HSN1F,LUNRATE,L2UNRATE,L3UNRATE,L4UNRATE,LHOUST,L2HOUST,L3HOUST,L4HOUST,LINDPRO,L2INDPRO,L3INDPRO,L4INDPRO,LDSPIC96,L2DSPIC96,L3DSPIC96,L4DSPIC96,LIR,L2IR,L3IR,L4IR,LCPILFESL,L2CPILFESL,L3CPILFESL,L4CPILFESL,LPCEPILFE,L2PCEPILFE,L3PCEPILFE,L4PCEPILFE,LPCEPI,L2PCEPI,L3PCEPI,L4PCEPI,LPERMIT,L2PERMIT,L3PERMIT,L4PERMIT,LTCU,L2TCU,L3TCU,L4TCU,LIQ,L2IQ,L3IQ,L4IQ,LGACDFSA066MSFRBPHI,L2GACDFSA066MSFRBPHI,L3GACDFSA066MSFRBPHI,L4GACDFSA066MSFRBPHI,LGDPC1,L2GDPC1,L3GDPC1,L4GDPC1,LULCNFB,L2ULCNFB,L3ULCNFB,L4ULCNFB,LA261RX1Q020SBEA,L2A261RX1Q020SBEA,L3A261RX1Q020SBEA,L4A261RX1Q020SBEA
1997.5,122554,160,765.66669,5,1476,82.48523333333333,7693.866666666666,98.8,169.1666666666667,81.14533333333334,79.21233333333333,1412.3334,83.63333333333334,103.4,8.533333333333333,10984.2,85.253,10923.2,122281.34,121992,121688.34,121404,159.86667,159.8,159.63333,159.39999,778.33331,792,820.66669,812,5.0666666,5.1666665,5.2333331,5.3000002,1463.6666,1478.3334,1432.6666,1403.6666,82.167366,81.799034,81.267235,80.720238,7673.5,7649.6001,7628.7334,7601.3003,99.200005,100,101.13333,101.96667,168.83333,168.46666,168.10001,167.76666,81.033669,80.897667,80.728668,80.582664,79.165001,79.123665,79.017334,78.902,1423.6666,1434,1421,1412.6666,83.766663,83.800003,83.666664,83.5,103.53333,103.56667,103.46667,103.33334,7,12.266666,14.366667,12.6,10820.9,10820.9,10820.9,10739.1,85.598999,85.598999,85.598999,84.584,10796,10796,10796,10673.8
1997.75,123274,160.8,820,4.866666666666666,1457.6666,84.39273333333334,7785.5,98.43333333333334,169.9,81.32799999999999,79.41533333333332,1461,84.13333333333334,103.1,18.83333333333333,11124,85.387,11105.9,123011.66,122831.34,122554,122281.34,160.46666,160.16666,160,159.86667,804.33331,786,765.66669,778.33331,4.9000001,4.9333334,5,5.0666666,1440.3334,1457.6666,1476,1463.6666,83.635231,82.993736,82.485229,82.167366,7754.7002,7722.8999,7693.8667,7673.5,98.566666,98.700005,98.800003,99.200005,169.63333,169.43333,169.16666,168.83333,81.269333,81.223335,81.145332,81.033669,79.319,79.249664,79.212334,79.165001,1430.3334,1418.6666,1412.3334,1423.6666,83.866669,83.699997,83.633331,83.766663,103.2,103.26666,103.4,103.53333,18.466667,13.1,8.5333338,7,10984.2,10984.2,10984.2,10820.9,85.252998,85.252998,85.252998,85.598999,10923.2,10923.2,10923.2,10796
1998,124250,161.6666666666667,819,4.666666666666667,1532,86.51263333333334,7897,97.96666666666665,170.8666666666666,81.58199999999999,79.66233333333332,1474.6666,84.63333333333333,102.3333333333333,18.23333333333333,11210.3,86.566,11250.9,123933.66,123547.66,123274,123011.66,161.46666,161.16667,160.8,160.46666,834.66669,818.33331,820,804.33331,4.7333331,4.8000002,4.8666668,4.9000001,1525.3334,1485.3334,1457.6666,1440.3334,85.930099,85.183167,84.392731,83.635231,7853.7002,7818.1333,7785.5,7754.7002,98.366669,98.466667,98.433334,98.566666,170.53334,170.2,169.89999,169.63333,81.513329,81.409996,81.327995,81.269333,79.628998,79.531334,79.415329,79.319,1487.3334,1480.6666,1461,1430.3334,84.599998,84.400002,84.133331,83.866669,102.63333,102.86667,103.1,103.2,19.4,18.533333,18.833334,18.466667,11124,11124,11124,10984.2,85.387001,85.387001,85.387001,85.252998,11105.9,11105.9,11105.9,10923.2
1998.25,125011,162,858,4.633333333333333,1558.6666,87.4726,8065.333333333333,95,171.9,81.80833333333334,79.65733333333333,1602.3334,83.90000000000001,101,14.1,11321.2,87.55500000000001,11371.1,124803.34,124545,124250,123933.66,161.93333,161.83333,161.66667,161.46666,843.66669,843,819,834.66669,4.6333332,4.6333332,4.6666665,4.7333331,1558.3334,1533.6666,1532,1525.3334,87.270401,87.001328,86.512634,85.930099,8008.2998,7952.1001,7897,7853.7002,96.033333,97.066666,97.966667,98.366669,171.56667,171.2,170.86667,170.53334,81.723999,81.648666,81.582001,81.513329,79.661331,79.671669,79.662331,79.628998,1552.6666,1493.3334,1474.6666,1487.3334,84.26667,84.566666,84.633331,84.599998,101.43333,101.93333,102.33334,102.63333,15.8,18,18.233334,19.4,11210.3,11210.3,11210.3,11124,86.566002,86.566002,86.566002,85.387001,11250.9,11250.9,11250.9,11105.9
1998.5,125799.3333333333,162.5333333333333,892,4.399999999999999,1572.3334,88.04413333333333,8178,93.56666666666668,172.8666666666666,82.05633333333334,79.79933333333332,1550.6666,82.86666666666667,100.2,15.33333333333333,11431,88.118,11534.1,125498.34,125220,125011,124803.34,162.26666,162.06667,162,161.93333,863,856,858,843.66669,4.4666667,4.5333333,4.6333332,4.6333332,1547.6666,1563.6666,1558.6666,1558.3334,87.942863,87.629333,87.472603,87.270401,8142.7002,8107.1665,8065.3335,8008.2998,93.900002,94.333336,95,96.033333,172.53333,172.2,171.89999,171.56667,82.01033,81.905334,81.808334,81.723999,79.749664,79.676666,79.657333,79.661331,1568.6666,1599.6666,1602.3334,1552.6666,83.266663,83.5,83.900002,84.26667,100.46667,100.66666,101,101.43333,10.8,10.8,14.1,15.8,11321.2,11321.2,11321.2,11210.3,87.555,87.555,87.555,86.566002,11371.1,11371.1,11371.1,11250.9
1998.75,126511.3333333333,163.3666666666667,862,4.533333333333333,1631.3334,88.68520000000001,8261.299999999999,92.16666666666667,173.9,82.342,80.04166666666667,1613.6666,82,99,1.500000000000001,11580.6,88.29000000000001,11697.9,126280,126050,125799.34,125498.34,163.13333,162.86667,162.53334,162.26666,881.66669,895.33331,892,863,4.5,4.4666667,4.4000001,4.4666667,1651,1625,1572.3334,1547.6666,88.243996,87.940163,88.044128,87.942863,8238.833,8209.4336,8178,8142.7002,92.466667,93.033333,93.566666,93.900002,173.56667,173.2,172.86667,172.53333,82.220665,82.125999,82.056328,82.01033,79.958336,79.879333,79.799332,79.749664,1605,1571.6666,1550.6666,1568.6666,82.066666,82.266663,82.866661,83.266663,99.466667,99.933334,100.2,100.46667,14.266666,15.2,15.333333,10.8,11431,11431,11431,11321.2,88.117996,88.117996,88.117996,87.555,11534.1,11534.1,11534.1,11371.1
1999,127276.3333333333,164.1333333333333,945.66669,4.433333333333334,1722.3334,89.97526666666666,8328.533333333333,91.7,174.8666666666667,82.59466666666667,80.24466666666667,1711,81.96666666666665,98.5,1.133333333333333,11770.7,88.045,11805.7,127000.66,126766,126511.34,126280,163.83333,163.59999,163.36667,163.13333,917.33331,867.66669,862,881.66669,4.5,4.5333333,4.5333333,4.5,1652.3334,1637,1631.3334,1651,89.638634,89.468063,88.685196,88.243996,8307.7998,8283.3994,8261.2998,8238.833,92.099998,92.166664,92.166664,92.466667,174.46666,174.2,173.89999,173.56667,82.48967,82.440338,82.342003,82.220665,80.158669,80.117996,80.041664,79.958336,1656,1650,1613.6666,1605,82.033333,82.300003,82,82.066666,98.5,98.633331,99,99.466667,-5.1333332,-.10000006,1.5,14.266666,11580.6,11580.6,11580.6,11431,88.290001,88.290001,88.290001,88.117996,11697.9,11697.9,11697.9,11534.1
1999.25,128036,164.7333333333333,862,4.3,1709.3334,90.97363333333334,8403.1,91.33333333333333,175.6333333333333,82.861,80.45333333333332,1705.6666,81.76666666666667,98.23333333333335,11.03333333333333,11864.7,88.646,11952,127821.66,127527.66,127276.34,127000.66,164.59999,164.39999,164.13333,163.83333,890.66669,939.66669,945.66669,917.33331,4.3666668,4.3666668,4.4333334,4.5,1736.6666,1733.3334,1722.3334,1652.3334,90.625069,90.213135,89.975266,89.638634,8380.0664,8355.4004,8328.5332,8307.7998,91.166664,91.366669,91.700005,92.099998,175.53334,175.26666,174.86667,174.46666,82.802002,82.699997,82.594666,82.48967,80.39267,80.322334,80.244667,80.158669,1731.3334,1715.3334,1711,1656,81.833336,81.800003,81.966667,82.033333,98.433334,98.533333,98.5,98.5,11.133333,4.5333333,1.1333333,-5.1333332,11770.7,11770.7,11770.7,11580.6,88.044998,88.044998,88.044998,88.290001,11805.7,11805.7,11805.7,11697.9
1999.5,128847.3333333333,165.9666666666667,909.66669,4.266666666666667,1574.3334,91.87480000000001,8423.866666666667,92.8,176.4666666666667,83.11833333333333,80.88366666666667,1647.3334,81.56666666666668,98.16666666666667,13.16666666666667,11962.5,88.697,12026.2,128565,128333.66,128036,127821.66,165.56667,165.13333,164.73334,164.59999,889.66669,876.33331,862,890.66669,4.2333331,4.3000002,4.3000002,4.3666668,1624.6666,1644.3334,1709.3334,1736.6666,91.618401,91.261429,90.973633,90.625069,8413.7666,8410.0664,8403.0996,8380.0664,92.333336,91.699997,91.333336,91.166664,176.16667,175.86667,175.63333,175.53334,83.023003,82.932671,82.861,82.802002,80.743004,80.589333,80.453331,80.39267,1635,1661.6666,1705.6666,1731.3334,81.633331,81.666664,81.76667,81.833336,98.066666,98.099998,98.233337,98.433334,12.666667,13.333334,11.033334,11.133333,11864.7,11864.7,11864.7,11770.7,88.646004,88.646004,88.646004,88.044998,11952,11952,11952,11805.7
1999.75,129595,167.2,873,4.233333333333333,1650.6666,92.70799999999998,8480.366666666667,94.8,177.4,83.40266666666666,81.31,1634.6666,81.39999999999999,98.33333333333333,12.5,12113.1,88.68899999999999,12137.4,129361.66,129113,128847.34,128565,166.60001,166.23334,165.96666,165.56667,905.33331,903.66669,909.66669,889.66669,4.2666669,4.2666669,4.2666669,4.2333331,1625.3334,1613,1574.3334,1624.6666,92.510933,92.24453,91.874802,91.618401,8467.2334,8442.4668,8423.8662,8413.7666,93.833336,93.26667,92.800003,92.333336,177,176.73334,176.46667,176.16667,83.270668,83.197998,83.118332,83.023003,81.096336,80.971664,80.883667,80.743004,1685,1674.6666,1647.3334,1635,81.533333,81.599998,81.566666,81.633331,98.23333,98.166664,98.166664,98.066666,9.8000002,9.5666666,13.166667,12.666667,11962.5,11962.5,11962.5,11864.7,88.696999,88.696999,88.696999,88.646004,12026.2,12026.2,12026.2,11952
2000,130485,168.4333333333333,869.33331,4.066666666666666,1654.6666,94.34973333333335,8605.066666666668,96.7,178.4,83.78166666666667,81.79233333333333,1668,81.96666666666665,98.93333333333334,17.03333333333333,12323.3,89.059,12335.9,130155.34,129853,129595,129361.66,168.10001,167.66667,167.2,166.60001,853.66669,863.66669,873,905.33331,4.1333332,4.1666665,4.2333331,4.2666669,1630.3334,1630.3334,1650.6666,1625.3334,93.555634,93.119965,92.708,92.510933,8543.7666,8508,8480.3672,8467.2334,96.166664,95.533333,94.800003,93.833336,178.10001,177.73334,177.40001,177,83.670998,83.529335,83.402664,83.270668,81.657669,81.495667,81.309998,81.096336,1624,1623.6666,1634.6666,1685,81.566666,81.466667,81.400002,81.533333,98.76667,98.566666,98.333336,98.23333,16.933332,14.566667,12.5,9.8000002,12113.1,12113.1,12113.1,11962.5,88.689003,88.689003,88.689003,88.696999,12137.4,12137.4,12137.4,12026.2
2000.25,131252.6666666667,170.1,876.33331,4.033333333333333,1659,95.2949,8774.699999999999,99.13333333333333,179.5666666666667,84.244,82.476,1690,81.90000000000001,99.60000000000001,15.06666666666666,12359.1,92.708,12587.7,130976.66,130758,130485,130155.34,169.36667,168.83333,168.43333,168.10001,867.33331,869.66669,869.33331,853.66669,4.0333333,4.0333333,4.0666666,4.1333332,1693.6666,1664,1654.6666,1630.3334,95.073898,94.740929,94.349731,93.555634,8731.9004,8672.9004,8605.0664,8543.7666,98.300003,97.300003,96.699997,96.166664,179.13333,178.8,178.39999,178.10001,84.073334,83.919998,83.78167,83.670998,82.194,81.961998,81.792336,81.657669,1700.6666,1694,1668,1624,82,82,81.966667,81.566666,99.266663,99.066666,98.933334,98.76667,13.333333,15.433333,17.033333,16.933332,12323.3,12323.3,12323.3,12113.1,89.058998,89.058998,89.058998,88.689003,12335.9,12335.9,12335.9,12137.4
2000.5,132030.6666666667,171.4333333333333,830.33331,3.933333333333334,1586.6666,96.47710000000001,8865.633333333333,99.16666666666667,180.7,84.52033333333333,82.85333333333334,1570.6666,82.09999999999999,100.1,8.833333333333334,12592.5,91.101,12657.5,131875,131547.67,131252.67,130976.66,171.03333,170.63333,170.10001,169.36667,866,865.66669,876.33331,867.33331,3.9333334,3.9666667,4.0333333,4.0333333,1601.6666,1655.6666,1659,1693.6666,96.162132,95.74337,95.294899,95.073898,8835.7666,8805.4004,8774.7002,8731.9004,99.066666,99.366669,99.133331,98.300003,180.33333,179.89999,179.56667,179.13333,84.458664,84.358002,84.243996,84.073334,82.766998,82.653999,82.475998,82.194,1597,1646.6666,1690,1700.6666,82.099998,82.033333,81.900002,82,100.06667,99.866669,99.599998,99.266663,14.433333,14.666667,15.066667,13.333333,12359.1,12359.1,12359.1,12323.3,92.708,92.708,92.708,89.058998,12587.7,12587.7,12587.7,12335.9
2000.75,132289.6666666667,173,882.33331,4,1503.6666,96.37853333333334,8969.266666666668,100.7333333333333,181.9,84.90633333333334,83.36766666666666,1554.6666,81.23333333333333,100.0666666666667,9.166666666666666,12607.7,92.92100000000001,12751.6,132189,132149.33,132030.67,131875,172.53333,172.03333,171.43333,171.03333,842.66669,845.66669,830.33331,866,4.0333333,4,3.9333334,3.9333334,1521,1532.3334,1586.6666,1601.6666,96.396469,96.520638,96.477104,96.162132,8937.5,8899.0332,8865.6338,8835.7666,100.26666,99.73333,99.166664,99.066666,181.5,181.10001,180.7,180.33333,84.741669,84.628998,84.520332,84.458664,83.184998,83.031998,82.853333,82.766998,1555.3334,1552.3334,1570.6666,1597,81.5,81.866669,82.099998,82.099998,99.966667,100.1,100.1,100.06667,8.1999998,7.0666666,8.833333,14.433333,12592.5,12592.5,12592.5,12359.1,91.100998,91.100998,91.100998,92.708,12657.5,12657.5,12657.5,12587.7
2001,132561,174.2333333333333,932,3.9,1544,96.18220000000001,8999.533333333333,100.9666666666667,183,85.31533333333334,83.82866666666666,1578,80.3,100.2333333333333,.3666666666666669,12679.3,92.51300000000001,12729,132443,132327,132289.67,132189,173.89999,173.39999,173,172.53333,908.33331,897.66669,882.33331,842.66669,3.9000001,3.9666667,4,4.0333333,1535.6666,1532.3334,1503.6666,1521,96.353966,96.3088,96.378532,96.396469,8993.167,8990.2334,8969.2666,8937.5,101.33333,101.06667,100.73333,100.26666,182.66667,182.26666,181.89999,181.5,85.207336,85.049004,84.906334,84.741669,83.717331,83.521667,83.367661,83.184998,1587,1566.3334,1554.6666,1555.3334,80.699997,80.900002,81.23333,81.5,100.33334,100.16667,100.06667,99.966667,4.8000002,8.1999998,9.166666,8.1999998,12607.7,12607.7,12607.7,12592.5,92.920998,92.920998,92.920998,91.100998,12751.6,12751.6,12751.6,12657.5
2001.25,132744.6666666667,175.9,946,4.233333333333333,1605,94.89113333333334,9076.266666666666,99.56666666666666,184.3333333333333,85.79833333333333,84.38733333333334,1671.3334,78.46666666666667,100.1666666666667,-28.93333333333333,12643.3,95.047,12876.4,132737.67,132675,132561,132443,175.40001,174.8,174.23334,173.89999,960.66669,933,932,908.33331,4.0999999,4,3.9000001,3.9000001,1585.6666,1561,1544,1535.6666,95.381432,95.882538,96.182198,96.353966,9044.0332,9017.7002,8999.5332,8993.167,100.3,100.73333,100.96667,101.33333,183.86667,183.43333,183,182.66667,85.633331,85.476669,85.315331,85.207336,84.224335,84.026337,83.828667,83.717331,1632.6666,1618.6666,1578,1587,79.133331,79.800003,80.300003,80.699997,100.2,100.23334,100.23334,100.33334,-24.599998,-12.433332,.36666656,4.8000002,12679.3,12679.3,12679.3,12607.7,92.513,92.513,92.513,92.920998,12729,12729,12729,12751.6
2001.5,132402,177.1333333333334,892,4.399999999999999,1630,93.70336666666667,9068.300000000001,97.8,185.4666666666667,86.13200000000001,84.79066666666667,1652.3334,76.8,99.63333333333333,-9.866666666666667,12710.3,93.73999999999999,12853,132552,132666.67,132744.67,132737.67,176.60001,176.16667,175.90001,175.40001,911,937,946,960.66669,4.3333335,4.3000002,4.2333331,4.0999999,1614.6666,1621.3334,1605,1585.6666,94.181435,94.543434,94.891136,95.381432,9081.2666,9085.0332,9076.2666,9044.0332,98.033333,98.666672,99.566666,100.3,185.03334,184.73334,184.33333,183.86667,86.005333,85.918671,85.798332,85.633331,84.608337,84.478333,84.387337,84.224335,1663.3334,1660.3334,1671.3334,1632.6666,77.400002,77.933334,78.466667,79.133331,99.833336,100.03333,100.16666,100.2,-14.466666,-20.333332,-28.933332,-24.599998,12643.3,12643.3,12643.3,12679.3,95.046997,95.046997,95.046997,92.513,12876.4,12876.4,12876.4,12729
2001.75,132005.3333333333,177.6333333333333,866.33331,4.833333333333333,1599.6666,92.36283333333334,9282.666666666666,96,186.7333333333333,86.37833333333333,84.855,1592.6666,75.16666666666667,98.93333333333334,-12.96666666666667,12670.1,93.34099999999999,12807.3,132175,132308.33,132402,132552,177.5,177.46666,177.13333,176.60001,876,882.33331,892,911,4.6666665,4.4666667,4.4000001,4.3333335,1624.3334,1637,1630,1614.6666,92.702499,93.128334,93.703362,94.181435,9206.6006,9107.5,9068.2998,9081.2666,96.566666,97.23333,97.800003,98.033333,186.36667,185.89999,185.46667,185.03334,86.445,86.284996,86.131996,86.005333,84.956329,84.912331,84.790665,84.608337,1613,1629.6666,1652.3334,1663.3334,75.599998,76.133331,76.800003,77.400002,99.066666,99.333336,99.633331,99.833336,-12.566667,-10.466667,-9.8666668,-14.466666,12710.3,12710.3,12710.3,12643.3,93.739998,93.739998,93.739998,95.046997,12853,12853,12853,12876.4
2002,131216,177.5,924.66669,5.5,1570,91.38876666666665,9167.866666666667,92.46666666666665,187.9666666666667,86.81700000000001,84.91066666666667,1632.3334,73.93333333333334,97.89999999999999,-17.43333333333333,12705.3,93.003,12742.9,131478.67,131764.67,132005.33,132175,177.73334,177.7,177.63333,177.5,882.66669,863.33331,866.33331,876,5.2666669,5.0666666,4.8333335,4.6666665,1568,1556.3334,1599.6666,1624.3334,91.664436,92.062637,92.362831,92.702499,9201.2666,9265.0996,9282.667,9206.6006,93.966667,95.199997,96,96.566666,187.53334,187.06667,186.73334,186.36667,86.547005,86.442001,86.378334,86.445,84.856331,84.864662,84.854996,84.956329,1594,1582,1592.6666,1613,74.300003,74.76667,75.166664,75.599998,98.366669,98.700005,98.933334,99.066666,-16.5,-16.633333,-12.966667,-12.566667,12670.1,12670.1,12670.1,12710.3,93.341003,93.341003,93.341003,93.739998,12807.3,12807.3,12807.3,12853
2002.25,130771,178.0666666666667,917,5.7,1723,92.03923333333334,9390.833333333334,92,189,87.06466666666667,85.06666666666666,1714.3334,74.10000000000001,97.46666666666665,11.26666666666667,12822.3,91.426,12907.7,130868.34,131015.66,131216,131478.67,177.7,177.53333,177.5,177.73334,935.66669,927.66669,924.66669,882.66669,5.6999998,5.6333332,5.5,5.2666669,1698.3334,1622.6666,1570,1568,91.617867,91.421898,91.388771,91.664436,9323.8672,9247.8672,9167.8672,9201.2666,91.533333,91.76667,92.466667,93.966667,188.73334,188.39999,187.96666,187.53334,86.962997,86.89167,86.817001,86.547005,84.920334,84.882332,84.910667,84.856331,1710.6666,1665.3334,1632.3334,1594,73.866669,73.833336,73.933334,74.300003,97.466667,97.633331,97.900002,98.366669,3.5,-6.0666671,-17.433334,-16.5,12705.3,12705.3,12705.3,12670.1,93.002998,93.002998,93.002998,93.341003,12742.9,12742.9,12742.9,12807.3
2002.5,130648.3333333333,179.4666666666667,957,5.833333333333333,1691,93.47023333333334,9438.466666666667,94.26666666666665,189.9666666666667,87.57433333333334,85.72233333333332,1714.3334,75.06666666666668,98,14.36666666666667,12893,92.163,12986.9,130658,130693.34,130771,130868.34,179.10001,178.60001,178.06667,177.7,945.66669,935.66669,917,935.66669,5.8000002,5.7666664,5.6999998,5.6999998,1666,1687.6666,1723,1698.3334,92.916565,92.41777,92.03923,91.617867,9415.9004,9401.5664,9390.833,9323.8672,93.833336,92.900002,92,91.533333,189.63333,189.33333,189,188.73334,87.403336,87.242668,87.064667,86.962997,85.540337,85.315666,85.066666,84.920334,1692,1715.6666,1714.3334,1710.6666,74.666664,74.333336,74.099998,73.866669,97.866669,97.633331,97.466667,97.466667,11.666667,11.966667,11.266666,3.5,12822.3,12822.3,12822.3,12705.3,91.426003,91.426003,91.426003,93.002998,12907.7,12907.7,12907.7,12742.9
2002.75,130570,180.4333333333333,1004.6667,5.733333333333333,1697.3334,94.02786666666667,9426.266666666668,94.93333333333334,190.9666666666667,88.02733333333333,86.15499999999999,1745.3334,75.43333333333334,98.53333333333335,3,12955.8,91.902,13003.8,130622.66,130636.66,130648.34,130658,180.03334,179.7,179.46667,179.10001,975.66669,963.66669,957,945.66669,5.7666669,5.8000002,5.8333335,5.8000002,1668.3334,1712,1691,1666,94.048866,93.818901,93.47023,92.916565,9436.9004,9442.4004,9438.4668,9415.9004,94.466667,94.333336,94.26667,93.833336,190.60001,190.23334,189.96666,189.63333,87.871666,87.713669,87.574333,87.403336,85.991669,85.841003,85.722336,85.540337,1730.3334,1737.3334,1714.3334,1692,75.466667,75.300003,75.066666,74.666664,98.26667,98.099998,98,97.866669,8.333333,12.133333,14.366667,11.666667,12893,12893,12893,12822.3,92.163002,92.163002,92.163002,91.426003,12986.9,12986.9,12986.9,12907.7
2003,130606.3333333333,181.5,1026,5.866666666666667,1729.6666,93.97356666666667,9471.6,95.10000000000001,191.8333333333333,88.33299999999998,86.54966666666667,1822,75.36666666666667,98.7,2.333333333333333,12964,92.289,13078.9,130613.34,130587.66,130570,130622.66,181.16667,180.83333,180.43333,180.03334,1024.6666,1021.3333,1004.6667,975.66669,5.7666664,5.6999998,5.7333331,5.7666669,1735,1695,1697.3334,1668.3334,94.071602,93.972,94.02787,94.048866,9448.2998,9432.4668,9426.2666,9436.9004,95.199997,95.26667,94.933334,94.466667,191.56667,191.3,190.96667,190.60001,88.254997,88.154999,88.027336,87.871666,86.444,86.312668,86.154999,85.991669,1791,1765.6666,1745.3334,1730.3334,75.433334,75.366669,75.433334,75.466667,98.76667,98.666664,98.533333,98.26667,1.4000001,-1.4999999,3,8.333333,12955.8,12955.8,12955.8,12893,91.902,91.902,91.902,92.163002,13003.8,13003.8,13003.8,12986.9
2003.25,130427.3333333333,183.3666666666667,978,5.866666666666667,1736,94.48153333333335,9499,98.16666666666667,192.4666666666667,88.548,87.161,1806.3334,75.86666666666666,99.36666666666667,0,13031.2,91.947,13099.6,130516.34,130588,130606.34,130613.34,182.66667,181.96667,181.5,181.16667,994.33331,1023.6667,1026,1024.6666,5.9000001,5.9000001,5.8666668,5.7666664,1756.6666,1798,1729.6666,1735,94.279533,94.160095,93.973564,94.071602,9493.0332,9489.0996,9471.5996,9448.2998,96.866669,95.566666,95.099998,95.199997,192.33333,192.13333,191.83333,191.56667,88.459999,88.392662,88.333,88.254997,86.895668,86.677666,86.549667,86.444,1852.6666,1825,1822,1791,75.666664,75.533333,75.366669,75.433334,99,98.76667,98.699997,98.76667,3.6999998,6.6999998,2.3333333,1.4000001,12964,12964,12964,12955.8,92.289001,92.289001,92.289001,91.902,13078.9,13078.9,13078.9,13003.8
2003.5,130191.6666666667,183.0666666666667,1094.3334,6.133333333333333,1753.6666,93.82366666666667,9636.666666666668,95.83333333333333,192.8,88.86899999999999,87.23533333333334,1837.6666,75.39999999999999,99.60000000000001,-1.2,13152.1,92.31,13221.5,130206,130293,130427.34,130516.34,183.33333,183.56667,183.36667,182.66667,1029.6666,982.33331,978,994.33331,6,5.9333334,5.8666668,5.9000001,1706.6666,1666,1736,1756.6666,93.994232,94.283401,94.481529,94.279533,9580.5664,9524.1338,9499,9493.0332,96.800003,97.866669,98.166664,96.866669,192.63333,192.5,192.46666,192.33333,88.777664,88.659996,88.547997,88.459999,87.287331,87.300331,87.160995,86.895668,1798.3334,1804.6666,1806.3334,1852.6666,75.533333,75.733337,75.866669,75.666664,99.666664,99.599998,99.366669,99,-3.7333333,-4.0666666,-3.9736431e-08,3.6999998,13031.2,13031.2,13031.2,12964,91.946999,91.946999,91.946999,92.289001,13099.6,13099.6,13099.6,13078.9
2003.75,130225.6666666667,184.4333333333333,1168.3334,6.133333333333333,1889.6666,94.39523333333334,9794.633333333333,96.53333333333335,193.5666666666667,89.22933333333333,87.76866666666666,1937.3334,75.89999999999999,99.53333333333335,16.23333333333333,13372.4,91.69499999999999,13348.1,130197,130200,130191.66,130206,183.76666,183.23334,183.06667,183.33333,1189,1146.3334,1094.3334,1029.6666,6.1999998,6.1999998,6.1333332,6,1865.6666,1838.3334,1753.6666,1706.6666,94.125702,94.006134,93.823662,93.994232,9776.0332,9708.6328,9636.667,9580.5664,96.533333,96.066666,95.833336,96.800003,193.33333,193.09999,192.8,192.63333,89.104668,88.994331,88.868996,88.777664,87.514999,87.312332,87.235336,87.287331,1908.6666,1865,1837.6666,1798.3334,75.666664,75.566666,75.400002,75.533333,99.433334,99.533333,99.599998,99.666664,10.566667,3.5999999,-1.1999999,-3.7333333,13152.1,13152.1,13152.1,13031.2,92.309998,92.309998,92.309998,91.946999,13221.5,13221.5,13221.5,13099.6
2004,130531,185.1333333333333,1122,5.833333333333333,2035.6666,95.34963333333333,9834.033333333333,96.86666666666667,194.0666666666667,89.54133333333334,88.12433333333333,1972.3334,76.7,100.4333333333333,27.23333333333333,13528.7,92.04300000000001,13479.1,130418.66,130312.34,130225.66,130197,185,184.83333,184.43333,183.76666,1122.6666,1160.3334,1168.3334,1189,5.9666667,6.0666666,6.1333332,6.1999998,1996.3334,1913,1889.6666,1865.6666,95.073799,94.575233,94.395233,94.125702,9790.667,9790.7998,9794.6328,9776.0332,96.433334,96.400002,96.533333,96.533333,193.89999,193.76666,193.56667,193.33333,89.430664,89.326996,89.229332,89.104668,88.037666,87.933998,87.768669,87.514999,1963.6666,1979.6666,1937.3334,1908.6666,76.466667,76.066666,75.900002,75.666664,100.1,99.733337,99.533333,99.433334,25.299999,23.1,16.233334,10.566667,13372.4,13372.4,13372.4,13152.1,91.695,91.695,91.695,92.309998,13348.1,13348.1,13348.1,13221.5
2004.25,130921.3333333333,186.7,1200,5.7,1918.3334,95.979,9905.733333333332,99.53333333333335,195,90.02633333333331,88.79666666666667,1994.6666,77.26666666666667,102.2333333333333,31.16666666666667,13606.5,91.935,13581.8,130741.34,130631.34,130531,130418.66,186.16667,185.60001,185.13333,185,1151,1129,1122,1122.6666,5.6666665,5.7333331,5.8333335,5.9666667,1938,2017,2035.6666,1996.3334,95.877464,95.648232,95.349632,95.073799,9883.2334,9867.1338,9834.0332,9790.667,98.633331,97.76667,96.866669,96.433334,194.56667,194.26666,194.06667,193.89999,89.844666,89.681335,89.541336,89.430664,88.569,88.327003,88.124336,88.037666,1968.3334,1952.3334,1972.3334,1963.6666,77.166664,76.966667,76.700005,76.466667,101.5,100.93333,100.43333,100.1,30.133333,29.833332,27.233334,25.299999,13528.7,13528.7,13528.7,13372.4,92.042999,92.042999,92.042999,91.695,13479.1,13479.1,13479.1,13348.1
